YEAR,UNITID,CIPCODE,MAJORNUM,AWLEVEL,CTOTALT,CTOTALM,CTOTALW,CAIANT,CAIANM,CAIANW,CASIAT,CASIAM,CASIAW,CBKAAT,CBKAAM,CBKAAW,CHISPT,CHISPM,CHISPW,CNHPIT,CNHPIM,CNHPIW,CWHITT,CWHITM,CWHITW,C2MORT,C2MORM,C2MORW,CUNKNT,CUNKNM,CUNKNW,CNRALT,CNRALM,CNRALW  
2015,194824,Pre-Medicine/Pre-Medical Studies,1,Bachelor's degree,10,3,7,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,1,0,1,5,1,4,0,0,0,0,0,0
2015,194824,"Business Administration and Management, General",1,Bachelor's degree,81,55,26,0,0,0,7,6,1,3,2,1,2,1,1,1,1,0,48,34,14,2,1,1,3,1,2,15,9,6
2015,194824,"Business Administration and Management, General",1,Master's degree,42,22,20,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,11,8,3,2,1,1,0,0,0,27,12,15
2015,194824,"Logistics, Materials, and Supply Chain Management",1,Master's degree,5,2,3,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0
2015,194824,Entrepreneurship/Entrepreneurial Studies,1,Master's degree,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,2,1,1
2015,194824,"Finance and Financial Management Services, Other",1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,194824,Business Statistics,1,Master's degree,24,13,11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,0,2,2,0,0,0,0,16,5,11
2015,194824,"Business, Management, Marketing, and Related Support Services, Other",1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,194824,99,1,Bachelor's degree,1143,799,344,0,0,0,105,81,24,25,17,8,59,32,27,1,1,0,783,564,219,70,38,32,17,12,5,83,54,29
2015,194824,99,1,Master's degree,408,259,149,0,0,0,19,15,4,8,4,4,8,5,3,0,0,0,203,141,62,11,6,5,4,4,0,155,84,71
2014,194824,Environmental Science,1,Bachelor's degree,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
2014,194824,Architecture,1,Bachelor's degree,45,18,27,0,0,0,4,1,3,1,0,1,1,1,0,0,0,0,34,14,20,2,0,2,1,1,0,2,1,1
2014,194824,Architecture,1,Master's degree,27,15,12,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,11,4,7,0,0,0,0,0,0,14,10,4
2014,194824,Architectural and Building Sciences/Technology,1,Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,Architectural and Building Sciences/Technology,1,Master's degree,15,9,6,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,9,5,4,0,0,0,0,0,0,4,3,1
2014,194824,"Architecture and Related Services, Other",1,Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,"Architecture and Related Services, Other",1,Master's degree,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
2014,194824,"Communication, General",1,Bachelor's degree,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0
2014,194824,Speech Communication and Rhetoric,1,Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,Speech Communication and Rhetoric,1,Master's degree,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
2014,194824,Digital Communication and Media/Multimedia,1,Bachelor's degree,21,12,9,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,18,10,8,1,1,0,0,0,0,0,0,0
2014,194824,Technical and Scientific Communication,1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,"Computer and Information Sciences, General",1,Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,"Computer and Information Sciences, General",1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,Information Technology,1,Bachelor's degree,21,16,5,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,16,13,3,1,1,0,1,1,0,1,0,1
2014,194824,Information Technology,1,Master's degree,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,1,1,0,25,16,9
2014,194824,Computer Science,1,Bachelor's degree,98,91,7,0,0,0,8,6,2,0,0,0,5,4,1,0,0,0,71,68,3,9,9,0,1,1,0,4,3,1
2014,194824,Computer Science,1,Master's degree,15,11,4,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,6,6,0,0,0,0,0,0,0,6,3,3
2014,194824,"Aerospace, Aeronautical, and Astronautical/Space Engineering, General",1,Bachelor's degree,61,51,10,0,0,0,5,4,1,3,3,0,4,3,1,0,0,0,47,40,7,2,1,1,0,0,0,0,0,0
2014,194824,"Aerospace, Aeronautical, and Astronautical/Space Engineering, General",1,Master's degree,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
2014,194824,Bioengineering and Biomedical Engineering,1,Bachelor's degree,76,33,43,0,0,0,12,7,5,1,1,0,5,2,3,0,0,0,53,20,33,3,2,1,0,0,0,2,1,1
2014,194824,Bioengineering and Biomedical Engineering,1,Master's degree,15,7,8,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,11,6,5,0,0,0,0,0,0,1,0,1
2014,194824,Chemical Engineering,1,Bachelor's degree,66,41,25,1,0,1,7,6,1,2,0,2,3,0,3,0,0,0,50,32,18,1,1,0,1,1,0,1,1,0
2014,194824,Chemical Engineering,1,Master's degree,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
2014,194824,"Civil Engineering, General",1,Bachelor's degree,54,43,11,0,0,0,1,0,1,1,0,1,5,4,1,0,0,0,38,32,6,1,0,1,3,3,0,5,4,1
2014,194824,"Civil Engineering, General",1,Master's degree,15,11,4,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,9,7,2,0,0,0,0,0,0,4,3,1
2014,194824,Transportation and Highway Engineering,1,Master's degree,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
2014,194824,Electrical and Electronics Engineering,1,Bachelor's degree,70,55,15,0,0,0,6,6,0,1,0,1,0,0,0,0,0,0,50,39,11,2,1,1,4,4,0,7,5,2
2014,194824,Electrical and Electronics Engineering,1,Master's degree,24,19,5,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,8,6,2,1,1,0,0,0,0,12,9,3
2014,194824,Engineering Physics/Applied Physics,1,Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,Engineering Physics/Applied Physics,1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,Engineering Science,1,Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,Engineering Science,1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,Environmental/Environmental Health Engineering,1,Bachelor's degree,16,7,9,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,11,6,5,0,0,0,2,0,2,1,0,1
2014,194824,Environmental/Environmental Health Engineering,1,Master's degree,6,2,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0
2014,194824,Materials Engineering,1,Bachelor's degree,24,19,5,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,19,16,3,1,1,0,1,1,0,0,0,0
2014,194824,Materials Engineering,1,Master's degree,7,4,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,1,0,1
2014,194824,Mechanical Engineering,1,Bachelor's degree,170,145,25,0,0,0,8,8,0,1,1,0,8,8,0,1,0,1,132,109,23,10,9,1,4,4,0,6,6,0
2014,194824,Mechanical Engineering,1,Master's degree,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,2,2,0
2014,194824,Nuclear Engineering,1,Bachelor's degree,18,13,5,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,13,11,2,1,1,0,1,0,1,1,0,1
2014,194824,Nuclear Engineering,1,Master's degree,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
2014,194824,Systems Engineering,1,Master's degree,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2014,194824,Industrial Engineering,1,Bachelor's degree,40,23,17,0,0,0,3,2,1,3,1,2,2,2,0,0,0,0,24,12,12,3,3,0,2,1,1,3,2,1
2014,194824,Industrial Engineering,1,Master's degree,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0
2014,194824,Operations Research,1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,Computer/Computer Systems Technology/Technician,1,Bachelor's degree,35,31,4,0,0,0,3,3,0,2,2,0,1,1,0,0,0,0,24,21,3,0,0,0,1,1,0,4,3,1
2014,194824,Computer/Computer Systems Technology/Technician,1,Master's degree,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,1
2014,194824,Pre-Law Studies,1,Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,"Biology/Biological Sciences, General",1,Bachelor's degree,36,10,26,0,0,0,7,4,3,1,0,1,2,1,1,0,0,0,21,3,18,5,2,3,0,0,0,0,0,0
2014,194824,"Biology/Biological Sciences, General",1,Master's degree,5,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0
2014,194824,Biochemistry and Molecular Biology,1,Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,Biochemistry and Molecular Biology,1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,"Biochemistry, Biophysics and Molecular Biology, Other",1,Bachelor's degree,26,14,12,0,0,0,3,3,0,0,0,0,1,0,1,0,0,0,19,10,9,2,1,1,0,0,0,1,0,1
2014,194824,"Biochemistry, Biophysics and Molecular Biology, Other",1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,Bioinformatics,1,Bachelor's degree,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0
2014,194824,"Biological and Biomedical Sciences, Other",1,Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,"Mathematics, General",1,Bachelor's degree,43,28,15,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,32,21,11,5,3,2,1,1,0,3,2,1
2014,194824,"Mathematics, General",1,Master's degree,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
2014,194824,"Applied Mathematics, General",1,Master's degree,12,8,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,6,4,0,0,0,1,1,0,0,0,0
2014,194824,Financial Mathematics,1,Master's degree,61,35,26,0,0,0,3,2,1,0,0,0,3,3,0,0,0,0,10,9,1,2,2,0,0,0,0,43,19,24
2014,194824,"Multi-/Interdisciplinary Studies, General",1,Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,"Multi-/Interdisciplinary Studies, General",1,Master's degree,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2014,194824,"Science, Technology and Society",1,Bachelor's degree,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2014,194824,"Science, Technology and Society",1,Master's degree,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1
2014,194824,Natural Sciences,1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,"Cognitive Science, General",1,Bachelor's degree,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0
2014,194824,"Cognitive Science, General",1,Master's degree,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0
2014,194824,Human Computer Interaction,1,Master's degree,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
2014,194824,Sustainability Studies,1,Bachelor's degree,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2014,194824,"Multi-/Interdisciplinary Studies, Other",1,Bachelor's degree,14,7,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,6,6,1,0,1,0,0,0,0,0,0
2014,194824,"Multi-/Interdisciplinary Studies, Other",1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,Philosophy,1,Bachelor's degree,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2014,194824,Philosophy,1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,Astronomy,1,Master's degree,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
2014,194824,"Chemistry, General",1,Bachelor's degree,14,4,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,13,4,9,0,0,0,0,0,0,0,0,0
2014,194824,"Chemistry, General",1,Master's degree,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2014,194824,"Geology/Earth Science, General",1,Bachelor's degree,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,0,1,0,0,0,0,0,0
2014,194824,"Geology/Earth Science, General",1,Master's degree,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2014,194824,Hydrology and Water Resources Science,1,Bachelor's degree,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2014,194824,Hydrology and Water Resources Science,1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,"Physics, General",1,Bachelor's degree,33,28,5,0,0,0,2,2,0,0,0,0,2,1,1,0,0,0,26,22,4,2,2,0,0,0,0,1,1,0
2014,194824,"Physics, General",1,Master's degree,10,8,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,3,2,1
2014,194824,"Physics, Other",1,Bachelor's degree,9,9,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,1,1,0,0,0,0,0,0,0
2014,194824,"Physical Sciences, Other",1,Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,"Physical Sciences, Other",1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,"Psychology, General",1,Bachelor's degree,6,2,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,4,0,0,0,1,1,0,0,0,0
2014,194824,"Psychology, General",1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,"Social Sciences, General",1,Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,"Social Sciences, General",1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,"Economics, General",1,Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,"Economics, General",1,Master's degree,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,"Economics, Other",1,Master's degree,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
2014,194824,"Social Sciences, Other",1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,"Visual and Performing Arts, General",1,Bachelor's degree,5,3,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0
2014,194824,"Visual and Performing Arts, General",1,Master's degree,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0
2014,194824,Game and Interactive Media Design,1,Bachelor's degree,30,26,4,0,0,0,4,3,1,1,1,0,3,3,0,0,0,0,20,17,3,0,0,0,1,1,0,1,1,0
2014,194824,Pre-Medicine/Pre-Medical Studies,1,Bachelor's degree,7,4,3,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0
2014,194824,"Business Administration and Management, General",1,Bachelor's degree,66,45,21,0,0,0,6,3,3,0,0,0,4,4,0,0,0,0,46,33,13,2,1,1,3,2,1,5,2,3
2014,194824,"Business Administration and Management, General",1,Master's degree,64,35,29,0,0,0,3,2,1,1,0,1,4,4,0,0,0,0,22,13,9,0,0,0,2,1,1,32,15,17
2014,194824,"Logistics, Materials, and Supply Chain Management",1,Master's degree,3,2,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2014,194824,Entrepreneurship/Entrepreneurial Studies,1,Master's degree,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0
2014,194824,"Finance and Financial Management Services, Other",1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,Business Statistics,1,Master's degree,10,2,8,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,1,6
2014,194824,"Business, Management, Marketing, and Related Support Services, Other",1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,194824,99,1,Bachelor's degree,1128,791,337,2,0,2,91,64,27,22,12,10,56,43,13,1,0,1,818,574,244,61,42,19,29,24,5,48,32,16
2014,194824,99,1,Master's degree,389,239,150,0,0,0,16,9,7,5,2,3,19,13,6,0,0,0,173,118,55,5,4,1,6,4,2,165,89,76
2016,194824,Environmental Science,1,Bachelor's degree,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,1,0,1
2016,194824,Architecture,1,Bachelor's degree,54,25,29,0,0,0,5,2,3,3,2,1,4,3,1,0,0,0,29,13,16,4,1,3,1,0,1,8,4,4
2016,194824,Architecture,1,Master's degree,15,6,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,6,3,3
2016,194824,Architectural and Building Sciences/Technology,1,Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,194824,Architectural and Building Sciences/Technology,1,Master's degree,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,2,2,0,0,0,0,1,1,0
2016,194824,"Architecture and Related Services, Other",1,Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,194824,"Architecture and Related Services, Other",1,Master's degree,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,1
2016,194824,"Communication, General",1,Bachelor's degree,4,1,3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
2016,194824,Speech Communication and Rhetoric,1,Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,194824,Speech Communication and Rhetoric,1,Master's degree,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2016,194824,Digital Communication and Media/Multimedia,1,Bachelor's degree,13,3,10,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,9,2,7,1,0,1,0,0,0,1,0,1
2016,194824,Technical and Scientific Communication,1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,194824,"Computer and Information Sciences, General",1,Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,194824,"Computer and Information Sciences, General",1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,194824,Information Technology,1,Bachelor's degree,18,11,7,0,0,0,4,1,3,2,2,0,0,0,0,0,0,0,10,7,3,1,1,0,0,0,0,1,0,1
2016,194824,Information Technology,1,Master's degree,38,25,13,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,9,6,3,1,1,0,0,0,0,25,15,10
2016,194824,Computer Science,1,Bachelor's degree,133,120,13,0,0,0,14,12,2,0,0,0,6,5,1,0,0,0,93,87,6,9,9,0,6,4,2,5,3,2
2016,194824,Computer Science,1,Master's degree,28,24,4,0,0,0,2,1,1,1,1,0,1,1,0,0,0,0,11,10,1,3,2,1,1,1,0,9,8,1
2016,194824,"Aerospace, Aeronautical, and Astronautical/Space Engineering, General",1,Bachelor's degree,78,66,12,0,0,0,4,3,1,3,3,0,9,7,2,0,0,0,49,42,7,5,4,1,4,4,0,4,3,1
2016,194824,"Aerospace, Aeronautical, and Astronautical/Space Engineering, General",1,Master's degree,11,8,3,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,5,5,0,0,0,0,1,1,0,2,1,1
2016,194824,Bioengineering and Biomedical Engineering,1,Bachelor's degree,97,52,45,0,0,0,7,4,3,4,3,1,8,6,2,0,0,0,65,33,32,6,3,3,2,1,1,5,2,3
2016,194824,Bioengineering and Biomedical Engineering,1,Master's degree,17,10,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15,9,6,0,0,0,0,0,0,1,1,0
2016,194824,Chemical Engineering,1,Bachelor's degree,82,57,25,0,0,0,13,10,3,1,0,1,8,7,1,0,0,0,45,30,15,6,5,1,2,2,0,7,3,4
2016,194824,Chemical Engineering,1,Master's degree,9,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,4,4,0
2016,194824,"Civil Engineering, General",1,Bachelor's degree,53,35,18,0,0,0,9,5,4,3,1,2,5,1,4,0,0,0,31,25,6,0,0,0,2,1,1,3,2,1
2016,194824,"Civil Engineering, General",1,Master's degree,20,13,7,0,0,0,5,3,2,0,0,0,1,0,1,0,0,0,12,9,3,0,0,0,0,0,0,2,1,1
2016,194824,Transportation and Highway Engineering,1,Master's degree,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2016,194824,Electrical and Electronics Engineering,1,Bachelor's degree,81,62,19,0,0,0,10,8,2,2,2,0,3,3,0,0,0,0,45,36,9,5,4,1,1,1,0,15,8,7
2016,194824,Electrical and Electronics Engineering,1,Master's degree,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,1,1,0,0,0,0,3,2,1
2016,194824,Engineering Physics/Applied Physics,1,Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,194824,Engineering Physics/Applied Physics,1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,194824,Engineering Science,1,Bachelor's degree,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
2016,194824,Engineering Science,1,Master's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,194824,Environmental/Environmental Health Engineering,1,Bachelor's degree,22,7,15,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,15,3,12,2,2,0,0,0,0,2,1,1
2016,194824,Environmental/Environmental Health Engineering,1,Master's degree,6,1,5,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
2016,194824,Materials Engineering,1,Bachelor's degree,33,25,8,0,0,0,2,2,0,1,1,0,2,2,0,0,0,0,22,16,6,3,1,2,1,1,0,2,2,0
2016,194824,Materials Engineering,1,Master's degree,7,6,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,4,4,0,1,1,0,0,0,0,0,0,0
2016,194824,Mechanical Engineering,1,Bachelor's degree,190,152,38,1,1,0,15,11,4,4,4,0,12,8,4,0,0,0,137,110,27,7,6,1,2,2,0,12,10,2
2016,194824,Mechanical Engineering,1,Master's degree,34,28,6,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,24,19,5,2,2,0,1,1,0,5,5,0
2016,194824,Nuclear Engineering,1,Bachelor's degree,33,29,4,0,0,0,3,3,0,0,0,0,2,1,1,0,0,0,20,17,3,5,5,0,2,2,0,1,1,0
2016,194824,Nuclear Engineering,1,Master's degree,7,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,1,1,0,0,0,0,1,1,0
